claim_id,third_party_id,third_party_name,third_party_role,involvement_date,first_line_of_address,county,state,zip_code,latitude,longitude,prior_claim_count,prior_litigated_claim_count
CLM00735,TP00086,Rapid Response Property Services,Emergency Services Provider,2024-07-04,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,69,2
CLM00735,TP00092,Florida Residential Electric,Electrician,2024-07-08,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,79,13
CLM00736,TP00084,Florida Field Inspection Group,Inspector,2023-06-13,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00736,TP00056,Atlantic Home Reconstruction,General Contractor,2023-06-15,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,12,0
CLM00736,TP00067,Florida Claim Advocates,Public Adjuster,2023-06-24,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,92,12
CLM00736,TP00098,Sunstate Mold Remediation,Mold Remediation,2023-06-22,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,80,1
CLM00736,TP00073,Gulf Forensic Engineering,Engineer,2023-06-18,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,77,2
CLM00736,TP00027,Atlantic Peak Roofing,Roofer,2023-06-26,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,131,35
CLM00736,TP00094,Florida Climate Services,HVAC Contractor,2023-06-30,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,37,2
CLM00736,TP00080,Atlantic Property Valuation,Appraiser,2023-06-14,9505 Axis Way,Orange,FL,32837,28.396944,-81.417614,75,1
CLM00736,TP00052,Peninsula Property Restoration,General Contractor,2023-06-16,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,14,1
CLM00736,TP00044,Florida Leak Response,Plumber,2023-06-19,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,51,4
CLM00736,TP00099,Coastal Air Quality Services,Mold Remediation,2023-07-05,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,16,0
CLM00737,TP00081,HomeScope Inspections,Inspector,2024-08-31,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00737,TP00041,Orange State Plumbing,Plumber,2024-09-02,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,99,21
CLM00737,TP00056,Atlantic Home Reconstruction,General Contractor,2024-09-02,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,12,0
CLM00737,TP00022,First Coast Drying Services,Mitigation Company,2024-08-14,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,34,3
CLM00737,TP00079,Florida Loss Appraisers,Appraiser,2024-09-11,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,88,14
CLM00737,TP00077,Coastal Property Appraisal,Appraiser,2024-09-07,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00737,TP00060,Coastal Property Recovery,Restoration Company,2024-08-21,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,14,1
CLM00737,TP00100,Florida Mold Response,Mold Remediation,2024-08-20,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,36,2
CLM00737,TP00088,Coastal Emergency Services,Emergency Services Provider,2024-09-17,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,29,2
CLM00737,TP00059,Sunstate Restoration Services,Restoration Company,2024-08-22,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,85,4
CLM00738,TP00082,Peninsula Property Inspections,Inspector,2025-03-06,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,96,13
CLM00738,TP00027,Atlantic Peak Roofing,Roofer,2025-02-21,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,131,35
CLM00738,TP00053,Bayfront Construction Services,General Contractor,2025-03-09,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,76,3
CLM00738,TP00024,Orange State Mitigation,Mitigation Company,2025-02-19,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,30,3
CLM00738,TP00069,Atlantic Loss Advisors,Public Adjuster,2025-02-27,520 E Church St,Orange,FL,32801,28.542388,-81.368972,91,15
CLM00738,TP00074,Peninsula Building Consultants,Engineer,2025-03-02,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,14,1
CLM00738,TP00079,Florida Loss Appraisers,Appraiser,2025-03-09,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,88,14
CLM00738,TP00087,Florida Emergency Property Care,Emergency Services Provider,2025-03-17,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,14,1
CLM00738,TP00094,Florida Climate Services,HVAC Contractor,2025-03-18,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,37,2
CLM00739,TP00085,Sunstate Property Inspections,Inspector,2022-04-03,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,48,0
CLM00739,TP00038,Atlantic Pipe & Drain,Plumber,2022-03-31,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,121,34
CLM00739,TP00054,Florida Residential Builders,General Contractor,2022-04-07,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,50,4
CLM00739,TP00100,Florida Mold Response,Mold Remediation,2022-04-18,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,36,2
CLM00740,TP00084,Florida Field Inspection Group,Inspector,2022-05-05,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00740,TP00027,Atlantic Peak Roofing,Roofer,2022-05-08,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,131,35
CLM00740,TP00050,Sunrise General Contracting,General Contractor,2022-05-11,55 NE 2nd St,Miami-Dade,FL,33132,25.784184,-80.187508,101,18
CLM00740,TP00013,Palm State Legal Services,Attorney,2022-05-08,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,51,4
CLM00740,TP00070,Palm State Public Adjusting,Public Adjuster,2022-05-10,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,105,15
CLM00740,TP00061,Florida Home Restoration,Restoration Company,2022-05-09,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,44,0
CLM00740,TP00095,Sunrise HVAC,HVAC Contractor,2022-05-18,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,74,5
CLM00740,TP00042,Coastal Pipeworks,Plumber,2022-05-05,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,53,2
CLM00741,TP00084,Florida Field Inspection Group,Inspector,2025-07-19,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00741,TP00049,Coastal Build Group,General Contractor,2025-07-26,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,105,19
CLM00741,TP00021,Blue Harbor Mitigation,Mitigation Company,2025-07-09,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,39,5
CLM00742,TP00084,Florida Field Inspection Group,Inspector,2025-11-27,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00742,TP00048,Palm State Construction,General Contractor,2025-12-09,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,118,23
CLM00742,TP00055,Orange State Contracting,General Contractor,2025-11-30,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,12,0
CLM00742,TP00095,Sunrise HVAC,HVAC Contractor,2025-12-13,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,74,5
CLM00743,TP00081,HomeScope Inspections,Inspector,2022-04-30,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00743,TP00091,Orange State Electric,Electrician,2022-04-24,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,82,15
CLM00743,TP00054,Florida Residential Builders,General Contractor,2022-05-07,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,50,4
CLM00743,TP00063,Gulf Coast Recovery Services,Restoration Company,2022-05-11,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,77,1
CLM00743,TP00088,Coastal Emergency Services,Emergency Services Provider,2022-05-05,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,29,2
CLM00743,TP00094,Florida Climate Services,HVAC Contractor,2022-05-16,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,37,2
CLM00743,TP00089,Sunstate Electrical Services,Electrician,2022-05-10,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,88,18
CLM00743,TP00093,Coastal Air Systems,HVAC Contractor,2022-04-28,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,43,3
CLM00744,TP00083,Coastal Inspection Services,Inspector,2022-03-09,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,89,12
CLM00744,TP00047,Sunrise Plumbing Group,Plumber,2022-03-22,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,34,4
CLM00744,TP00049,Coastal Build Group,General Contractor,2022-03-15,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,105,19
CLM00744,TP00024,Orange State Mitigation,Mitigation Company,2022-03-05,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,30,3
CLM00744,TP00064,Beacon Public Adjusting,Public Adjuster,2022-03-22,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,42,5
CLM00744,TP00098,Sunstate Mold Remediation,Mold Remediation,2022-03-31,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,80,1
CLM00745,TP00085,Sunstate Property Inspections,Inspector,2024-08-09,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,48,0
CLM00745,TP00089,Sunstate Electrical Services,Electrician,2024-09-01,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,88,18
CLM00745,TP00051,Gulf Atlantic Builders,General Contractor,2024-08-25,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,97,17
CLM00745,TP00016,Gulf Atlantic Mitigation Group,Mitigation Company,2024-08-07,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,142,48
CLM00745,TP00063,Gulf Coast Recovery Services,Restoration Company,2024-08-31,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,77,1
CLM00745,TP00077,Coastal Property Appraisal,Appraiser,2024-08-22,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00746,TP00084,Florida Field Inspection Group,Inspector,2025-09-16,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00746,TP00039,Sunstate Plumbing Services,Plumber,2025-09-17,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,144,36
CLM00746,TP00057,SunCoast General Builders,General Contractor,2025-09-25,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,70,3
CLM00746,TP00068,Gulf Property Adjusting,Public Adjuster,2025-09-19,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,71,6
CLM00747,TP00085,Sunstate Property Inspections,Inspector,2023-07-04,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,48,0
CLM00747,TP00036,Bay Area Roof Works,Roofer,2023-07-14,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,33,3
CLM00747,TP00055,Orange State Contracting,General Contractor,2023-07-08,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,12,0
CLM00747,TP00077,Coastal Property Appraisal,Appraiser,2023-07-09,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00747,TP00093,Coastal Air Systems,HVAC Contractor,2023-07-28,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,43,3
CLM00748,TP00082,Peninsula Property Inspections,Inspector,2025-02-12,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,96,13
CLM00748,TP00057,SunCoast General Builders,General Contractor,2025-02-27,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,70,3
CLM00748,TP00048,Palm State Construction,General Contractor,2025-02-11,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,118,23
CLM00748,TP00024,Orange State Mitigation,Mitigation Company,2025-02-12,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,30,3
CLM00748,TP00078,Sunstate Appraisal Group,Appraiser,2025-02-26,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,55,0
CLM00748,TP00088,Coastal Emergency Services,Emergency Services Provider,2025-02-24,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,29,2
CLM00748,TP00055,Orange State Contracting,General Contractor,2025-02-20,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,12,0
CLM00748,TP00090,Gulf Coast Electrical,Electrician,2025-02-26,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,91,17
CLM00748,TP00099,Coastal Air Quality Services,Mold Remediation,2025-02-28,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,16,0
CLM00748,TP00086,Rapid Response Property Services,Emergency Services Provider,2025-02-25,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,69,2
CLM00749,TP00081,HomeScope Inspections,Inspector,2025-03-30,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00749,TP00053,Bayfront Construction Services,General Contractor,2025-03-30,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,76,3
CLM00749,TP00052,Peninsula Property Restoration,General Contractor,2025-03-30,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,14,1
CLM00749,TP00070,Palm State Public Adjusting,Public Adjuster,2025-03-30,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,105,15
CLM00749,TP00097,Atlantic Mold Solutions,Mold Remediation,2025-03-30,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,77,5
CLM00749,TP00079,Florida Loss Appraisers,Appraiser,2025-03-30,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,88,14
CLM00750,TP00083,Coastal Inspection Services,Inspector,2023-11-07,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,89,12
CLM00750,TP00031,Peninsula Roofing Group,Roofer,2023-11-09,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,98,5
CLM00750,TP00054,Florida Residential Builders,General Contractor,2023-11-07,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,50,4
CLM00750,TP00024,Orange State Mitigation,Mitigation Company,2023-11-04,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,30,3
CLM00750,TP00061,Florida Home Restoration,Restoration Company,2023-11-09,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,44,0
CLM00750,TP00053,Bayfront Construction Services,General Contractor,2023-11-09,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,76,3
CLM00751,TP00082,Peninsula Property Inspections,Inspector,2022-03-15,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,96,13
CLM00751,TP00027,Atlantic Peak Roofing,Roofer,2022-03-19,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,131,35
CLM00751,TP00049,Coastal Build Group,General Contractor,2022-03-22,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,105,19
CLM00751,TP00001,Harbor Point Legal Group,Attorney,2022-04-03,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,128,84
CLM00751,TP00076,Coastal Engineering Services,Engineer,2022-04-06,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,57,3
CLM00751,TP00077,Coastal Property Appraisal,Appraiser,2022-04-15,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00751,TP00095,Sunrise HVAC,HVAC Contractor,2022-04-11,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,74,5
CLM00751,TP00090,Gulf Coast Electrical,Electrician,2022-04-14,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,91,17
CLM00752,TP00082,Peninsula Property Inspections,Inspector,2023-05-24,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,96,13
CLM00752,TP00040,Gulf Flow Plumbing,Plumber,2023-05-22,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,109,25
CLM00752,TP00051,Gulf Atlantic Builders,General Contractor,2023-06-04,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,97,17
CLM00752,TP00013,Palm State Legal Services,Attorney,2023-06-03,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,51,4
CLM00752,TP00097,Atlantic Mold Solutions,Mold Remediation,2023-05-26,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,77,5
CLM00752,TP00094,Florida Climate Services,HVAC Contractor,2023-06-01,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,37,2
CLM00752,TP00043,Palm Line Plumbing,Plumber,2023-05-22,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,74,3
CLM00752,TP00053,Bayfront Construction Services,General Contractor,2023-05-28,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,76,3
CLM00753,TP00081,HomeScope Inspections,Inspector,2023-11-27,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00753,TP00047,Sunrise Plumbing Group,Plumber,2023-11-18,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,34,4
CLM00753,TP00051,Gulf Atlantic Builders,General Contractor,2023-11-20,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,97,17
CLM00753,TP00079,Florida Loss Appraisers,Appraiser,2023-12-02,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,88,14
CLM00753,TP00078,Sunstate Appraisal Group,Appraiser,2023-11-25,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,55,0
CLM00753,TP00056,Atlantic Home Reconstruction,General Contractor,2023-12-05,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,12,0
CLM00754,TP00081,HomeScope Inspections,Inspector,2022-06-01,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00754,TP00046,Peninsula Pipe & Drain,Plumber,2022-05-29,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,81,8
CLM00754,TP00048,Palm State Construction,General Contractor,2022-06-01,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,118,23
CLM00754,TP00011,Sunrise Residential Legal,Attorney,2022-05-31,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,65,6
CLM00755,TP00081,HomeScope Inspections,Inspector,2025-09-04,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00755,TP00044,Florida Leak Response,Plumber,2025-09-10,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,51,4
CLM00755,TP00054,Florida Residential Builders,General Contractor,2025-08-25,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,50,4
CLM00755,TP00033,Palm State Roofing,Roofer,2025-09-01,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,50,6
CLM00755,TP00061,Florida Home Restoration,Restoration Company,2025-09-06,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,44,0
CLM00755,TP00100,Florida Mold Response,Mold Remediation,2025-09-18,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,36,2
CLM00755,TP00059,Sunstate Restoration Services,Restoration Company,2025-09-04,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,85,4
CLM00755,TP00060,Coastal Property Recovery,Restoration Company,2025-09-20,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,14,1
CLM00755,TP00089,Sunstate Electrical Services,Electrician,2025-09-22,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,88,18
CLM00756,TP00082,Peninsula Property Inspections,Inspector,2025-08-29,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,96,13
CLM00756,TP00091,Orange State Electric,Electrician,2025-09-02,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,82,15
CLM00756,TP00054,Florida Residential Builders,General Contractor,2025-09-11,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,50,4
CLM00756,TP00079,Florida Loss Appraisers,Appraiser,2025-09-04,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,88,14
CLM00756,TP00056,Atlantic Home Reconstruction,General Contractor,2025-09-06,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,12,0
CLM00756,TP00098,Sunstate Mold Remediation,Mold Remediation,2025-09-06,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,80,1
CLM00756,TP00076,Coastal Engineering Services,Engineer,2025-09-27,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,57,3
CLM00756,TP00100,Florida Mold Response,Mold Remediation,2025-08-31,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,36,2
CLM00756,TP00096,Bayfront Air & Mechanical,HVAC Contractor,2025-09-19,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,89,3
CLM00756,TP00038,Atlantic Pipe & Drain,Plumber,2025-09-09,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,121,34
CLM00756,TP00087,Florida Emergency Property Care,Emergency Services Provider,2025-09-08,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,14,1
CLM00757,TP00081,HomeScope Inspections,Inspector,2025-07-12,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00757,TP00092,Florida Residential Electric,Electrician,2025-07-18,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,79,13
CLM00757,TP00056,Atlantic Home Reconstruction,General Contractor,2025-07-07,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,12,0
CLM00757,TP00010,Bayfront Property Law,Attorney,2025-07-24,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,74,8
CLM00757,TP00063,Gulf Coast Recovery Services,Restoration Company,2025-07-10,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,77,1
CLM00757,TP00059,Sunstate Restoration Services,Restoration Company,2025-07-13,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,85,4
CLM00757,TP00062,Atlantic Property Restoration,Restoration Company,2025-07-13,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,45,0
CLM00758,TP00081,HomeScope Inspections,Inspector,2023-10-19,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00758,TP00038,Atlantic Pipe & Drain,Plumber,2023-11-11,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,121,34
CLM00758,TP00051,Gulf Atlantic Builders,General Contractor,2023-10-27,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,97,17
CLM00758,TP00016,Gulf Atlantic Mitigation Group,Mitigation Company,2023-10-22,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,142,48
CLM00758,TP00077,Coastal Property Appraisal,Appraiser,2023-10-31,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00758,TP00078,Sunstate Appraisal Group,Appraiser,2023-10-29,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,55,0
CLM00758,TP00086,Rapid Response Property Services,Emergency Services Provider,2023-11-03,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,69,2
CLM00758,TP00092,Florida Residential Electric,Electrician,2023-11-10,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,79,13
CLM00758,TP00063,Gulf Coast Recovery Services,Restoration Company,2023-11-20,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,77,1
CLM00759,TP00083,Coastal Inspection Services,Inspector,2022-12-05,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,89,12
CLM00759,TP00029,Blue Sky Roof Works,Roofer,2022-12-16,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,103,23
CLM00759,TP00051,Gulf Atlantic Builders,General Contractor,2022-12-01,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,97,17
CLM00759,TP00016,Gulf Atlantic Mitigation Group,Mitigation Company,2022-11-26,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,142,48
CLM00759,TP00057,SunCoast General Builders,General Contractor,2022-12-13,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,70,3
CLM00759,TP00091,Orange State Electric,Electrician,2022-12-06,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,82,15
CLM00760,TP00081,HomeScope Inspections,Inspector,2025-08-13,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00760,TP00045,Bayfront Plumbing Services,Plumber,2025-08-13,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,72,6
CLM00760,TP00056,Atlantic Home Reconstruction,General Contractor,2025-08-13,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,12,0
CLM00760,TP00100,Florida Mold Response,Mold Remediation,2025-08-13,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,36,2
CLM00760,TP00078,Sunstate Appraisal Group,Appraiser,2025-08-13,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,55,0
CLM00761,TP00083,Coastal Inspection Services,Inspector,2024-10-26,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,89,12
CLM00761,TP00027,Atlantic Peak Roofing,Roofer,2024-10-24,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,131,35
CLM00761,TP00049,Coastal Build Group,General Contractor,2024-11-02,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,105,19
CLM00761,TP00088,Coastal Emergency Services,Emergency Services Provider,2024-10-26,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,29,2
CLM00761,TP00032,Coastal Crown Roofing,Roofer,2024-10-21,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,89,1
CLM00761,TP00096,Bayfront Air & Mechanical,HVAC Contractor,2024-10-18,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,89,3
CLM00761,TP00075,Florida Structural Review,Engineer,2024-10-21,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,24,2
CLM00761,TP00076,Coastal Engineering Services,Engineer,2024-11-08,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,57,3
CLM00761,TP00092,Florida Residential Electric,Electrician,2024-11-09,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,79,13
CLM00761,TP00072,Atlantic Structural Engineering,Engineer,2024-10-14,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,27,2
CLM00761,TP00097,Atlantic Mold Solutions,Mold Remediation,2024-10-28,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,77,5
CLM00762,TP00084,Florida Field Inspection Group,Inspector,2023-07-12,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00762,TP00047,Sunrise Plumbing Group,Plumber,2023-07-20,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,34,4
CLM00762,TP00056,Atlantic Home Reconstruction,General Contractor,2023-07-16,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,12,0
